id,Title,Link,Raw_Text,Company,Found_Skills
158,"Оператор комплексу радіоелектронної боротьби, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/337991/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:забезпечення працездатності комплексу РЕР/РЕБ та здійснення його поточного технічного обслуговуваннявиявлення сигналів ворожих БПЛА та їхній аналіз й ідентифікаціяздійснення протидії ворожим БПЛАмоніторинг радіочастотного спектра сигналів з метою виявлення потенційно небезпечних з них та їхній аналізпостійне удосконалення своїх знань і вміньВимоги:здатність навчатисявідповідальність та уважністьвпевнені навички користування комп’ютеромрозуміння принципів розповсюдження радіохвиль та роботи систем РЕБнаявність посвідчення водія категорій В та С буде перевагоювідсутність шкідливих звичок (алкогольна, наркотична, ігрова залежність тощо)бажання вчитися, розвиватися й працювати в колективіУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
159,"Оператор апаратної зв’язку, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/337992/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:забезпечення безперебійного зв’язку між командними пунктами та бойовими підрозділамимоніторинг якості зв’язку, діагностика та усунення технічних несправностейпідтримка зв’язкових каналів у польових умовах та в умовах бойових дійвиконання криптографічного захисту зв’язку та дотримання конфіденційності інформаціїспівпраця з іншими підрозділами для підтримки стабільного зв’язку у бойових діяхпідтримка та адміністрування мережевого обладнанняВимоги:аналітичний склад розумуздатність сприймати та обробляти великі обсяги інформаціївміння працювати в командідостатній рівень самодисциплінибажання навчатисявільне володіння ПКготовність до службових відрядженьвисокий рівень мотивації та стресостійкістьУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
160,"Оператор відділення спеціального зв’язку, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/337993/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:забезпечення ефективного функціонування телекомунікаційних систем й обладнання спеціального зв’язкуобробка запитів і виконання розпоряджень від керівництвазабезпечення безперебійної та якісної передачі інформаціїведення документації та звітності про роботу відділенняВимоги:середня спеціальна або вища освітапридатність до служби за станом здоров’я й моральними якостямибажання проходити військову службудосвід роботи з військовим обладнанням зв’язку буде перевагоюдосвід військової служби буде перевагоюособиста відповідальністьвміння зберігати конфіденційну та службову інформаціюбажання навчатися та працювати в колективівідсутність судимостейУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,Degree
161,Головний сержант взводу ударних БпАК,https://jobs.dou.ua/companies/5-ovmbr/vacancies/337994/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:керування та постановка завдань особовому складу, що бере участь у пілотуванні безпілотних авіаційних комплексівобізнаність у завданнях взводу, рішеннях командира взводу та порядку їхнього виконанняперевірка виконання особовим складом взводу наказів та розпоряджень командира взводуорганізація роботи, підготовки та боєздатності взводу ударних безпілотних авіаційних комплексіввиконання бойових завдань підрозділом із застосуванням БпАКздійснення заходів з бойової підготовки та підтримання належного морально-психологічного стану особового складупідтримка озброєння, боєприпасів, техніки та майна підрозділу в бойовій готовностізабезпечення та підтримка внутрішнього порядку та дисципліни в підрозділіучасть у навчаннях, навчальних вправах та інших заходах, спрямованих на підвищення кваліфікації військовослужбовцівВимоги:вміння керувати підрозділом, стресостійкістьпридатність до служби за станом здоров’яхороша фізична підготовка та моральна стійкістьвідповідальність та дисциплінадосвід військової служби буде перевагоювідсутність судимостіУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
162,"Оператор-навідник відділення кулеметних наземних безпілотних систем (НРК), військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/337995/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:дистанційне управління кулеметними безпілотними наземними платформами під час бойових операційаналіз бойової обстановки та коригування дій платформи в реальному часітехнічне обслуговування та налаштування системи керування та озброєннявзаємодія з іншими бойовими підрозділами для ефективного використання безпілотної технікиВимоги:знання принципів дистанційного керування, тактики ведення боюдосвід роботи з озброєнням або бойовими автоматизованими системами буде перевагоювисока концентрація, швидкість реакції та вміння працювати у стресових умовахтехнічне розуміння механізмів роботи стрілецької зброї та її обслуговуваннявідповідальність, уважність до деталей та вміння працювати в командівідсутність критичних проблем зі здоров’ям для виконання завдань в умовах бойових операційдосвід роботи з кулеметом та гранатометом буде перевагоюрозуміння принципів роботи електроніки, механіки та систем зв’язку буде перевагоюдосвід у сфері безпілотних технологій буде перевагоюУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
163,"Механік відділення кулеметних наземних безпілотних систем, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/337996/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:ремонт та обслуговування наземних роботизованих комплексів (НРК)виявлення й усунення несправностей у механічних та електричних системахзабезпечення безперебійної роботи обладнання НРК та вчасне технічне обслуговуванняВимогидосвід ремонту та обслуговування технікивміння працювати з діагностичним обладнанням та інструментамивисокий рівень мотивації та бажання навчатися і розвиватисяготовність працювати в зоні бойових дійвідповідальність, уважність до деталей та вміння працювати в командідосвід роботи з кулеметом та гранатометом буде перевагоюрозуміння принципів роботи електроніки, механіки та систем зв’язку буде перевагоюдосвід у сфері безпілотних технологій буде перевагоюУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
164,"Старший майстер рухомої ремонтної майстерні БпАК, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/337997/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:виконання технічного обслуговування, діагностики та ремонту безпілотних авіаційних комплексіввиявлення несправностей у механічних, електронних та програмних системах БпАКремонт та налаштування авіоніки, зв’язкових модулів, оптичних систем, двигунів та інших компонентівробота з програмним забезпеченням для діагностики та тестування безпілотних системпаяння, заміна мікросхем, електронних плат та інших компонентівведення обліку проведених ремонтних робіт та звітності про стан технікивикористання спеціалізованого обладнання та інструментів для обслуговування БпАКдотримання техніки безпеки при роботі з електронними та механічними компонентамивзаємодія з екіпажами БпАК для усунення технічних несправностей і покращення експлуатації системпідтримка запасу необхідних деталей, матеріалів та витратних ресурсівВимоги:досвід роботи у сфері ремонту електроніки, радіотехніки, авіаційного або безпілотного обладнанняосвіта технічного напряму (радіоелектроніка, ІТ, авіаційна техніка, мехатроніка, зв’язок)вміння працювати з електричними схемами, програмним забезпеченням та мікроелектронікоюдосвід у пайці, монтажі, діагностиці та ремонті електронних пристроївнавички роботи з інструментами для обслуговування дронів та безпілотних літальних апаратівуважність до деталей, відповідальність, дисциплінованістьготовність працювати в умовах підвищеної відповідальності та інтенсивного навантаженнябажане знання англійської мови для роботи з технічною документацієювідсутність судимостей та негативних характеристикУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,"English,Degree"
165,"Майстер відділення ударних БпАК, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/337998/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:виконання бойових завдань у складі підрозділусуворе дотримання військової дисципліниробота з широкою номенклатурою боєприпасівспорядження та адаптація боєприпасів для використання на дронах-камікадзе та системах скидувстановлення та зведення БК на БпЛАтехнічний супровід вильотівзабезпечення мінно-вибухової безпекиВимоги:розуміння принципу детонації боєприпасівготовність постійно навчатись та вдосконалювати навичкизнання основних типів боєприпасів та принципів їхньої роботи, які будуть використовуватись для роботи з ударними БпАК, буде перевагоюзнання ПК на рівні впевненого користувача буде перевагоюдосвід роботи з цивільними дронами буде перевагоюповна відмова від вживання алкогольних напоїв та наркотичних речовин під час службиготовність працювати в зоні активних бойових дійпридатність до військової служби за станом здоров’я та морально-психологічними якостямиУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
166,"Командир відділення ударних БпАК, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/337999/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:організація роботи відділення ударних безпілотних авіаційних комплексіввиконання бойових завдань із застосуванням БпАКвзаємодія з командиром взводу й командиром ротиВимоги:розвинуті лідерські та організаційні якостізвання — від молодшого сержантарозуміння принципів роботи безпілотних систем (дронів, дронів-камікадзе, розвідувальних та ударних БпАК)досвід роботи з БпЛА та наявність бойового досвіду будуть перевагоювисока відповідальність і дисциплінованістьцифрова грамотністьпридатність до служби за станом здоров’я й моральними якостямиУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
167,"Командир відділення БпЛА, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/338000/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:організація роботи відділення БпЛАвиконання бойових завдань із застосуванням БпЛАвзаємодія з командиром взводу та командиром ротиВимоги:розвинуті лідерські та організаційні якостізвання від молодшого сержантарозуміння принципів роботи безпілотних систем (дронів, дронів-камікадзе, розвідувальних та ударних БпАК)досвід роботи з БпЛА буде перевагоюнаявність бойового досвіду буде перевагоюУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
168,"Оператор ударних БпЛА, військовослужбовець",https://jobs.dou.ua/companies/5-ovmbr/vacancies/338001/?from=first-job,"
Ми 5-та окрема важка механізована бригада ЗСУ, колишня 5-та окрема танкова бригада на чолі з командиром, який здобув особливе визнання в битві за Бахмут, коли його підрозділ утримував стратегічно важливі позиції біля Бахмута і Часового Яру для підтримки «Дороги життя» до українських позицій.На кінець 2023 року бригада тренувалася у Німеччині, й отримала на озброєння словенські танки M-55S і німецькі Leopard 1A5 та ін.Обов’язки:керування ударними безпілотними авіаційними комплексами різних типівзнищення противника за допомогою ударних БПЛАвиконання завдань як вдень, так і вночіВимоги:захоплення відеоіграми — пріоритетна вимогадосвід роботи з БПЛА буде перевагоюдосвід роботи з паяльником буде перевагоюобов’язкове проходження курсів від Victory Drones на платформі Prometheus для базової теоретичної підготовки користування безпілотними системами (складові дрону, навігація, топографія, антени, підсилювачі, трансляція відео)готовність працювати на свіжому повітрівідсутність критичних проблем зі здоров’ямУмови:мобілізація до кінця воєнного стану або служба за контрактом;гідне грошове забезпечення від 20 130 до 120 000 гривень залежно від виконання бойових розпоряджень та місця служби;кар’єрний ріст та можливість професійного зростання;забезпечення усіма необхідними засобами та екіпіруванням;повноцінне харчування;підйомна допомога за переїзд на нове місце служби;щорічна грошова допомога на оздоровлення;статус учасника бойових дій;навчання перед вступом на посаду, при необхідності навчання за фаховою підготовкою як в Україні, так і за кордоном;пакет соціальних та правових гарантії захисту військовослужбовців та членів їх сімей;безкоштовне медичне забезпечення;можливість отримання пільгового кредиту за державною програмою «Є-оселя» для придбання житла.Зв’язатись з нами можна зателефонувавши за номером в оголошенні чи писати в месенджери.Детальніше про нас можете дізнатись на нашій офіційній сторінці Facebook та у Wikipedia.Також дивіться інші наші оголошення, є багато різних вакансій!
",5 Окрема важка механізована бригада,not found
